symbol,date,sentiment
GME,2025-04-05,0.9153
GME,2025-05-28,0.0
GME,2025-08-26,0.891
GME,2025-11-28,0.0
GOOG,2025-03-26,0.0
GOOG,2025-05-28,0.65565
GOOG,2025-05-29,-0.128
GOOG,2025-08-27,-0.1531
GOOG,2025-08-28,-0.4215
GOOG,2025-08-29,-0.1027
GOOG,2025-08-30,0.0
GOOG,2025-11-18,0.7906
GOOG,2025-11-22,0.0
GOOG,2025-11-25,0.39225
GOOG,2025-11-26,-0.13455
GOOG,2025-11-27,0.0204
GOOG,2025-11-28,-0.565025
GOOG,2025-11-29,-0.02165
GOOG,2025-11-30,0.6249
GOOG,2025-12-08,0.07655
GOOG,2025-12-10,-0.4019
GOOG,2025-12-12,0.0
GOOG,2025-12-16,0.34
GOOG,2025-12-19,0.1366
GOOG,2025-12-22,0.0
GOOG,2025-12-23,-0.1779
GOOG,2025-12-25,0.2382
GOOGL,2025-02-27,0.7906
GOOGL,2025-02-28,0.0516
GOOGL,2025-05-16,0.8779
GOOGL,2025-05-29,-0.5859
GOOGL,2025-08-22,0.0
GOOGL,2025-08-25,0.420075
GOOGL,2025-08-26,-0.7834
GOOGL,2025-08-28,0.48503333333333337
GOOGL,2025-08-29,0.0
GOOGL,2025-09-16,0.34
GOOGL,2025-11-18,-0.064
GOOGL,2025-11-19,0.0516
GOOGL,2025-11-20,0.08694999999999999
GOOGL,2025-11-21,0.34900000000000003
GOOGL,2025-11-24,0.2000833333333333
GOOGL,2025-11-25,-0.040787500000000004
GOOGL,2025-11-26,0.46346
GOOGL,2025-11-28,0.7848666666666667
GOOGL,2025-11-29,-0.12476666666666665
GOOGL,2025-11-30,-0.2732
GOOGL,2025-12-01,0.5574
GOOGL,2025-12-03,0.7574
GOOGL,2025-12-05,0.0
GOOGL,2025-12-07,-0.25
GOOGL,2025-12-08,-0.019200000000000005
GOOGL,2025-12-09,-0.07366666666666667
GOOGL,2025-12-11,0.39566666666666667
GOOGL,2025-12-12,0.74545
GOOGL,2025-12-13,0.4404
GOOGL,2025-12-14,0.38585
GOOGL,2025-12-15,-0.296
GOOGL,2025-12-16,-0.24125
GOOGL,2025-12-17,0.38849999999999996
GOOGL,2025-12-18,-0.01839999999999999
GOOGL,2025-12-19,0.30545
GOOGL,2025-12-20,0.6855666666666668
GOOGL,2025-12-22,0.6124
GOOGL,2025-12-24,0.91
GOOGL,2025-12-25,0.0307
GOOGL,2025-12-26,0.4498
GOOGL,2025-12-28,0.9459
GOOGL,2025-12-30,0.541975
GOOGL,2025-12-31,0.3244166666666667
GPUS,2025-12-31,0.0
GRAL,2025-02-14,0.3612
GRPN,2025-07-23,0.5574
GRRR,2025-02-14,0.0
GS,2025-01-11,0.0
GS,2025-01-14,0.0
GS,2025-01-15,-0.4767
GS,2025-01-22,0.4939
GS,2025-02-07,0.0
GS,2025-02-11,0.0
GS,2025-02-20,-0.3182
GS,2025-02-24,0.8658
GS,2025-03-17,0.0
GS,2025-03-18,0.5267
GS,2025-03-25,-0.5345
GS,2025-03-27,-0.3228
GS,2025-04-03,0.296
GS,2025-04-09,0.1531
GS,2025-04-14,0.0
GS,2025-04-22,0.0
GS,2025-05-14,0.0
GS,2025-06-01,0.0
GS,2025-06-07,0.0
GS,2025-06-18,0.2133
GS,2025-06-26,0.0387
GS,2025-06-28,0.0
GS,2025-06-30,0.8481
GS,2025-07-02,0.7708999999999999
GS,2025-07-08,0.862
GS,2025-07-09,-0.5574
GS,2025-07-11,0.0
GS,2025-07-15,0.0
GS,2025-07-16,-0.7783
GS,2025-08-08,-0.4019
GS,2025-08-12,0.2924
GS,2025-08-25,0.4588
GS,2025-10-14,0.3286833333333333
GS,2025-10-15,-0.2294
GS,2025-10-30,0.4939
GS,2025-11-03,0.0
GS,2025-11-12,0.4215
GS,2025-11-14,-0.4404
GS,2025-12-02,-0.4853
GS,2025-12-03,0.3612
GS,2025-12-04,0.3612
GS,2025-12-10,-0.3612
GS,2025-12-11,0.0
GSAT,2025-02-12,0.0
GSAT,2025-08-26,-0.04015
GSAT,2025-11-22,0.2732
HAL,2025-05-05,-0.9774
HAL,2025-06-23,0.128
HAL,2025-07-22,-0.9744
HAP,2025-09-15,0.4019
HD,2025-02-14,0.2023
HD,2025-03-23,0.0
HD,2025-11-26,-0.296
HES,2025-01-21,0.6249
HIMS,2025-12-31,0.0
HOLO,2025-02-27,-0.72515
HOOD,2025-02-25,0.5719
HOOD,2025-04-03,0.3612
HOOD,2025-12-28,0.10545000000000002
HUT,2025-12-18,-0.4019
HYFT,2025-12-21,0.0
HYFT,2025-12-22,0.4404
IBGR,2025-05-25,0.4404
IBIT,2025-12-20,0.4404
IBM,2025-08-26,0.059225000000000014
IBM,2025-08-27,-0.5267
IMNM,2025-12-19,0.9042
IMO,2025-09-30,0.5574
IMRN,2025-05-23,0.0
INDO,2025-06-23,0.0
INTC,2025-02-02,0.8402
INTC,2025-02-27,-0.8316
INTC,2025-02-28,-0.1892
INTC,2025-05-28,0.4088
INTC,2025-05-30,-0.6597
INTC,2025-08-26,0.47235000000000005
INTC,2025-08-27,0.5423
INTC,2025-08-28,0.0
INTC,2025-08-29,0.28595
INTC,2025-11-26,0.128
INTC,2025-11-27,0.0
INTC,2025-11-28,0.0
INTC,2025-11-30,0.0
INTC,2025-12-01,0.7615
INTC,2025-12-08,0.6249
INTC,2025-12-12,0.6369
INTC,2025-12-30,0.34
INTC,2025-12-31,0.11080000000000001
IONQ,2025-10-14,-0.2755
IREN,2025-12-16,0.0772
IREN,2025-12-30,0.008099999999999996
IS,2025-11-28,0.0
